"","id","Sp_no","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"23141",40112,524,38,45,22,143,33,16,-38.75611111,143.5544444,"","LLG","2","VIC","","Otways. Maits Rest","Temperate rainforest - Myrtle beech, messmate, treeferns","ground","","","",18,4,2008,"","",40,"N","N","1","","","","","","","16/6/08","GP","S","","","","","","","","",NA,178,"","",0
"38489",60390,147,41,28,0,145,28,0,-41.46666667,145.4666667,"","","","TAS","","Philosopher Falls","Old growth, cool temperate Nothofagus cunninghamii rainforest with Atherospermum moschatum, Dicksonia antartctica","Wood Dead wood","","","",3,5,2012,"","FM-TARK2012-355",4,"","","","","","","","","","13/1/14","","","","","","","Lloyd, S J","","","",NA,1570,"","",NA
"48554",1205528,1182,32,49,30,138,3,0,-32.825,138.05,"160","LLG","2","SA","","Mount Remarkable NP, Mambray Creek ","","","","","",18,8,2001,"","18/viii",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"6132",7401,28,37,17,8,143,5,55,-37.28555556,143.0986111,"","LLG","1","VIC","","East of Ararat; Langi Ghiran State Park; near reservoir","Forest","on caterpillar under Black Wattle","","","",1,7,2000,"","",20,"N","N","1","","","","","","","17/12/01","GA","S","","","","","","","","",1,104,"","",NA
"33534",52404,558,37,28,19,140,51,26,-37.47194444,140.8572222,"75","LLG","1","SA","","Nangwarry Forest Reserve, near Penola, south-east ","Eucalyptus obliqua, E. leucoxylon woodland","soil","","","",13,7,2010,"","",43,"","","2","","","","","","","25/7/12","GL","S","","","burnt in 2009","","","","","",NA,49,"","",NA
"52033",1211747,1320,38,22,20,145,25,25,-38.37222222,145.4236111,"10","AMG","2","VIC","","French Island, Rain Point.","Eucalypt forest with stringybarks.","Ground","","","",9,5,2014,"","",17,"N","N","1","","","","","","","3/5/16","WC","S","","","","","","","","",NA,329,"","",0
"36997",57194,70,32,3,5,115,50,36,-32.05138889,115.8433333,"10","LLG","1","WA","","Piney Lakes, Melville","native vegetation","On fallen dead wood","Jacksonia","furcellata","",14,6,2012,"","",13,"","","1","","","","","","","3/1/14","GP","S","","","","","","","","",NA,217,"","",NA
"29447",48302,274,35,36,0,138,14,0,-35.6,138.2333333,"","LLG","2","SA","","Stringybark Creek.","","","","","",1,8,2009,"","",28,"","","2","","","","","","","14/12/10","GL","S","","","","","","","","",NA,698,"","",0
"47177",1209724,128,37,52,14,145,48,18,-37.87055556,145.805,"","LLG","2","VIC","","The Bump Tunnel car park east of Powelltown – track to High Lead","Wet sclerophyll forest","ground","","","",31,5,2015,"","",152,"","","1","","","","","","","15/1/16","GP","S","","","","","","","","",NA,178,"","",0
"32485",51522,58,38,38,57,143,29,47,-38.64916667,143.4963889,"459","LLG","2","VIC","","Otway Ranges, Weeaproinah, Otway Fly.","Wet sclerophyll forest and cool temperate rainforest.","In leaf litter.","","","",15,5,2010,"","",18,"","","2","","","","","","","11/4/12","WC","S","","","","","","","","",NA,241,"","",0
"34984",54001,495,37,40,22,145,53,0,-37.67277778,145.8813889,"293","LLG","2","VIC","","Upper Yarra Reservoir","Wet forest","Tree trunk","","","",6,5,2012,"","",109,"N","N","1","","","","","","","27/12/12","GP","S","","","","","","","","",NA,178,"","",0
"5391",6463,73,37,9,0,142,36,0,-37.15,142.6,"","LLM","2","VIC","","Lake Fyans, E of Halls Gap","","","","","",8,9,1998,"","MCC0104",15,"N","N","1","","","","","","","23/10/98","","S","","","","","","","","",1,104,"","",NA
"33046",52274,6,35,58,47,136,54,16,-35.97972222,136.9044444,"25","LLG","1","SA","","Kelly Hill Caves Conservation Park, Kangaroo Island","Eucalyptus cladocalyx, E. diversifolia open woodland","soil","","","",27,6,2010,"","",43,"","","2","","","","","","","25/7/12","GL","S","","","","","","","","",NA,49,"","",NA
"59022",1219546,272,37,49,20,145,24,15,-37.82222222,145.4041667,"","DES","2","VIC","","Yarra Ranges, Silvan Reservoir. Olinda Creek Track – Messmate Track loop","","","","","",20,5,2018,"","",183,"","","","","","","","","","18/7/18","GP","S","","","","","","","","",NA,178,"","",0
"58132",1218581,172,37,54,42,145,39,30,-37.91166667,145.6583333,"535","LLG","1","VIC","","Gembrook; Bunyip Forest; Ash Landing Road","Mountain Ash native forest","soil","","","",1,5,2015,"","",69,"Y","","2","TM","15/1/18","","7","Coltricia cinnamomea","","24/1/18","GP","S","","","","","","","","",NA,1023,"","",0
"23859",42025,369,37,35,0,145,38,0,-37.58333333,145.6333333,"","LLU","2","VIC","","Narbethong. Dom Dom Saddle","Eucalypt forest with mountain ash, treeferns and a grassy clearing","Wood","","","",5,8,2007,"","",62,"N","N","1","","","","","","","21/1/09","GP","S","","","","","","","","",NA,178,"","",0
"52822",1212572,28,37,43,6,145,33,41,-37.71833333,145.5613889,"","DES","2","VIC","","Mt Toolebewong","","","","","",7,6,1992,"","",15,"Y","","2","GP","14/6/16","","7","028sh01","","1/7/16","GP","S","","","","","","","","",NA,19,"","",0
"3117",2995,58,37,16,36,144,26,27,-37.27666667,144.4408333,"540","LLU","2","VIC","","Kyneton: Lauriston Park","underneath Cootamundra wattle and blackwood with overhead manna gum","","","","",9,6,2000,"","PRI0058",8,"N","N","1","","","","","","","27/6/00","LM","S","","","","","","","","",1,58,"","",NA
"27169",44655,342,37,41,0,145,54,0,-37.68333333,145.9,"","LLG","2","VIC","","Upper Yarra Reservoir","","Mulch, forest floor","","","",28,5,2006,"","",22,"N","N","1","","","","","","","15/4/10","GP","S","","","FNCV Fungi Group Foray","","","","","",NA,178,"","",0
"34467",53407,101,34,58,36,118,11,55,-34.97666667,118.1986111,"36","LLM","2","WA","","Albany, Two Peoples Bay Nature Reserve, Webster's Gully","Agonis flexuosa","soil","","","",12,5,1992,"","",18,"","","2","","","","","","","27/9/12","GL","S","","","","","","","","",NA,78,"","",NA
"56360",1217425,2438,37,22,44,144,36,43,-37.37888889,144.6119444,"907","LLG","2","VIC","","Macedon Ranges NP, Car park & Circuit Trail towards Sanatorium Lake","Wet messmate/gum forest; introduced species [pine, poplar, Ilex (holly) & others]; understorey: musk daisy bush (Olearia argophylla), ferns in wetter gullies","","","","",30,7,2017,"","",181,"","","","","","","","","","11/8/17","GP","S","","","","","","","","",NA,178,"","",0
"2612",2366,54,39,7,51,146,22,35,-39.1308,146.3764,"","AMG","3","VIC","","Wilsons Promontory NP: South Point Walking Track from SE granite lookout to Roaring Meg Camp","Mixed woodland: Melaleuca, ferns, Goodinia ovata, stringybark eucalypt","on ground","","","",3,8,1998,"","MCM0174",4,"N","","1","","","","","","","16/10/98","PG","S","","","","","","","","",1,174,"","",NA
"38920",61778,465,37,42,6,140,47,3,-37.70166667,140.7841667,"55","LLG","1","SA","","Telford Scrub Conservation Park, near Mount Gambier","Eucalyptus viminalis & E. ovata woodland","in soil","","","",5,6,2011,"","",48,"","N","","","","","","","","11/2/14","WC","","","","","","","","","",NA,49,"","",NA
"56973",1217447,1027,37,22,44,144,36,43,-37.37888889,144.6119444,"907","LLG","2","VIC","","Macedon Ranges NP, track up to Day’s picnic ground","Wet messmate/gum forest; introduced species [pine, poplar, Ilex (holly) & others]; understorey: musk daisy bush (Olearia argophylla), ferns in wetter gullies","wood","","","",30,7,2017,"","",181,"","","","","","","","","","11/8/17","GP","S","","","","","","","","",NA,178,"","",0
"39133",62586,467,28,2,58,152,23,36,-28.04944444,152.3933333,"763","","2","QLD","","Cunninghams Gap","Rainforest","soil","","","",13,3,2010,"","",2,"","","1","","","","","","","12/3/14","GP","S","","","","","","","","",NA,1287,"","",NA
"47046",1206001,1822,35,13,30,139,7,0,-35.225,139.1166667,"55","LLG","2","SA","","Ferries-McDonald Conservation Park, about 18 km south-west of Murray Bridge","","","","","",8,6,2003,"","8/vi",49,"N","n","No","","","","","","","4/12/15","GP","S","","","","","","","","",NA,49,"","",0
"47365",1208257,677,35,22,0,138,32,0,-35.36666667,138.5333333,"","LLG","2","SA","","Fleurieu Peninsula. Stipiturus Conservation Park, Glenshera Swamp","","","","","",19,6,2010,"","19/vi",49,"","n","No","","","","","","","30/12/15","GP","S","","","","","","","","",NA,49,"","",0
"11260",15582,90,38,12,50,143,50,33,-38.21388889,143.8425,"","LLG","1","VIC","","NE of Colac: Prices Lane Ombersley","Open area","Tree stump","Eucalyptus","cladocalyx","Sugar gum",20,12,2002,"","",16,"N","N","2","TM","16/12/04","0","6","","","4/9/03","GP","S","","","","","","","","",NA,762,"","",NA
"37126",56130,912,37,56,5,145,35,5,-37.93472222,145.5847222,"346","LLU","2","VIC","","Near Gembrook, White's Corner.","EVC Lowland Forest 16 - Shrubby Foothill Forest, commonly dominated by Eucalyptus obliqua and E.radiata, with Banksia spinulosa var cunninghamii, Pultenaea juniperina and Hakea decurrens.  The understorey is typically dry and partially heathy and includes a range of shrubs including wattles.","Coleoptera larva, in burnt ground.","","","Beetle larva.",21,4,2013,"","",120,"N","N","1","","","","","","","3/9/13","WC","S","","","One year after fire.  Found on surface, dug up by animal.  Also seen last year.  Attached to the head of a beetle larva (tenebrionid larva).  Brown/red sections of the larva could be distinguished.","","","","","",NA,178,"","",0
"10944",15092,12,30,17,50,153,7,30,-30.29722222,153.125,"5","LLU","2","NSW","","Coffs harbour, North Coast Regional Botanic Garden","garden","woodchip mulch","","","",30,4,2003,"","",14,"N","N","1","","","","","","","10/7/03","GL","S","","","3 fruiting bodies","","","","","",NA,440,"","",NA
"58252",1218661,549,38,13,32,136,8,41,-38.22555556,136.1447222,"","GOO","2","Vic","","Trafalgar, Giles Road, Uralla Reserve.","Eucalypt woodland, nearest tree Acacia melanoxylon.","On fallen eucalypt log","","","Eucalypt",16,5,2017,"","",38,"","","2","TM","11/3/17","","7","09-IMG_2921","","23/2/18","WC","S","","","Have seen this growing here in other years.","","","","","",NA,1637,"","",0
"38792",60768,492,41,37,56,145,5,31,-41.63222222,145.0919444,"","","","TAS","","Western Explorer Highway, Middleton Creek crossing","0","","","","",4,5,2005,"","FM-TARK2005-143",4,"","","","","","","","","","13/1/14","","","","","","","","","","",NA,1570,"","",NA
"52451",1212268,305,38,33,2,143,44,40,-38.55055556,143.7444444,"","LLG","2","VIC","","Great Otway NP. Lake Elizabeth, circuit around lake","Wet Sclerophyll Forest","ground, grass in picnic area","","","",21,5,2016,"","",164,"","","","","","","","","","10/6/16","GP","S","","","","","","","","",NA,178,"","",0
"36960",56207,441,38,12,32,141,41,32,-38.20888889,141.6922222,"","LLG","1","VIC","","Sawpit Gully Rd, Mt Clay SW Vic","Mixed Eucalypt Forest","sandy soil","","","",8,6,2013,"","",30,"","","1","","","","","","","27/9/13","GP","S","","","","","","","","",NA,187,"","",NA
"6541",7432,90,37,10,21,142,25,5,-37.1725,142.4180556,"","LLG","1","VIC","","Grampians NP; Halls Gap; off Phillips Road near Boreang Campground","gum eucalypts, black wattle and tea tree","","","","",23,6,2001,"","",24,"N","N","1","","","","","","","17/12/01","GA","S","","","","","","","","",1,104,"","",NA
"54007",1213890,342,38,1,19,145,26,29,-38.02194444,145.4413889,"","LLG","2","VIC","","Upper Beaconsfield, Leppitt Road","sclerophyll woodland","among moss","","","",17,7,2012,"","",4,"Y","","3","TM","19/8/16","","7","fungi, coolie hat 2 (top) 1190, fungi, coolie hat","Unidentifiable","26/8/16","GP","S","","","Photos backed up on CD 96","","","","","",NA,1512,"","",0
"7307",8196,90,35,43,0,139,21,0,-35.71666667,139.35,"","LLH","","SA","","Meningie","","On acacia wood","Acacia","","",0,0,1951,"","",20,"N","N","1","","","","","","","26/2/02","GA","","H","","","L.D. Williams","","ADW 2335","","",NA,49,"","",NA
"19664",36069,153,36,11,8,150,4,10,-36.18555556,150.0694444,"","LLG","1","NSW","","Cowdroy Creek Rainforest","Littoral rainforest","Soil","","","",20,8,2006,"","",10,"N","N","3","TM","23/10/06","","5","","96","16/10/06","GP","S","","","","","","","","",NA,534,"","",0
"53952",1213835,1481,37,21,26,145,45,9,-37.35722222,145.7525,"318","LLG","2","VIC","","Cathedral Range, Neds Gully. ‘Hygocybe Hill’","Riparian Forest with Manna Gum Tall Open Forest","ground","","","",7,8,2016,"","",176,"","","","","","","","","","19/8/16","GP","S","","","","","","","","",NA,178,"","",0
"17151",34101,11,41,41,30,146,47,21,-41.69166667,146.7891667,"440","LLG","2","TAS","","Liffey (Bush Heritage block)","Eucalypt Forest with some rainforest species","log","Acacia","dealbata","silver wattle",8,5,2005,"","",18,"","","1","","","","","","","22/12/05","GL","S","","","","","","","","",NA,640,"","",0
"7879",9449,100,35,30,32,138,45,26,-35.50888889,138.7572222,"0","AMG","","SA","","Goolwa","grass","soil","","","",4,7,2000,"","",1,"N","N","1","","","","","","","22/8/02","GE","S","","","Submitted as Volvariella gloiocephala","","","","","",1,606,"","",NA
"2750",3319,75,37,25,0,145,25,0,-37.41666667,145.4166667,"","DES","4","VIC","","Murrindindi Scenic Reserve: between Bull Creek and Murrindindi River","bush track","amongst stones and grass","","","",3,6,2000,"","ROB0025",9,"N","","1","","","","","","","27/6/00","BA","S","","","","","","","","",NA,25,"","",NA
"52111",1211850,982,NA,NA,NA,NA,NA,NA,-37.8416,145.3786,"","GOO","2","VIC","","Rifle Range Gully Tk, Olinda Forest","wet forest","twig on ground","","","",13,6,2005,"","",15,"Y","","2","GP","9/4/16","","7","PICT0031s","","18/5/16","GP","S","","","","","","","","",NA,1346,"","",0
"21625",39101,93,38,9,8,145,10,6,-38.15222222,145.1683333,"","MEL","2","VIC","","Freeway reservation along MacLelland Dr, Frankston","Remnant native bushland","Fallen wood","","","",13,8,2007,"","",8,"","","1","","","","","","","27/8/07","GP","S","","","","","","","","",NA,760,"","",0
"33344",52224,203,38,25,20,144,57,33,-38.42222222,144.9591667,"","LLG","2","VIC","","Mornington Peninsula NP. Greens Bush, Baldrys Crossing","Heathy eucalypt forest: Eucalyptus radiata, E. obliqua, E. viminalis. Also Pomaderris, Olearia lirata, Bossiaea, Xanthorrhoea australis.","Agaric sp.","","","",22,5,2011,"","",98,"N","N","1","","","","","","","19/7/12","GP","S","","","","","","","","",NA,178,"","",0
"14385",27575,46,37,42,22,145,9,44,-37.70611111,145.1622222,"","MEL","","VIC","","21 Andrews St, Eltham.","","Pine stump.","","","",0,6,2003,"early June","",11,"N","N","1","","","0","0","","","20/7/04","WC","S","","","One fruiting body.  Clusters seen on same stump early June, 2002.","","","","","",NA,82,"","",NA
"49252",1207267,465,34,51,30,138,54,0,-34.85833333,138.9,"497","LLG","2","SA","","Porter Scrub Conservation Park, about 5 km north-east of Lobethal","","","","","",17,6,2006,"","17/vi",49,"","n","No","","","","","","","16/12/15","GP","S","","","","","","","","",NA,49,"","",0
"39517",61657,90,35,13,14,138,42,38,-35.22055556,138.7105556,"80","LLG","1","SA","","Kuitpo Forest, near Meadows","Mixed eucalypt plantation","On dead wood","","","",9,7,2011,"","",48,"","N","","","","","","","","11/2/14","WC","","","","","","","","","",NA,49,"","",NA
"6674",7926,27,38,3,0,140,42,0,-38.05,140.7,"","LLH","","SA","","McDonnell Bay","On ground","ground","","","",29,5,1925,"","",19,"N","N","1","","","","","","","25/2/02","GA","","H","","","J.B. Cleland","","AD 3964","","",NA,49,"","",NA
"20939",37958,46,38,21,0,143,37,0,-38.35,143.6166667,"","DES","3","VIC","","Colac, Colac - Forrest Rd.","","","","","",7,6,2006,"","",1,"N","N","2","TM","8/12/06","0","4","","","17/4/07","WC","S","","","Photo on CD 50 stored with record.","","","","","",NA,1147,"","",0
"35963",54812,220,37,28,45,144,17,24,-37.47916667,144.29,"","LLG","2","VIC","","Blackwood. Jack Cann Reserve, Simmons Reef Road. Great Dividing Trail","Eucalypt open forest with narrow-leaved peppermint, manna gum and messmate stringybark","Standing tree trunk","","","",24,6,2012,"","",115,"N","N","1","","","","","","","22/2/13","GP","S","","","","","","","","",NA,178,"","",0
"33",1221128,311,38,3,53,146,14,8,-38.06472222,146.2355556,"221","GOO","2","Vic","","Approximately 5 km east of Willowgrove, Merv Track off Blue Rock Road.","Mixed species woodland dominated by Eucalyptus sieberi and Eucalyptus obliqua.","On dead standing Cassinia.","Cassinia","","",13,12,2018,"","",53,"","","2","GP","6/2/19","","7","IMG_0253","","26/4/19","WC","S","","","","","","","","",NA,1637,"","",0
"18543",34912,46,37,38,25,142,20,17,-37.64027778,142.3380556,"250","LLG","1","VIC","","Dunkeld, 1.5 km north: Fairburn Street","","On dead pine stump","Pinus","radiata","",15,4,2002,"","",22,"N","N","1","","","","","","","3/2/06","GP","S","","","Seen here previously on 15/4/01","","","","","",NA,187,"","",0
"22432",39499,470,38,25,21,144,57,15,-38.4225,144.9541667,"","LLG","2","VIC","","Mornington Peninsula NP. Greens Bush, Baldry Crossing, Loop walk","Eucalypt forest: Peppermint, manna gum, messmate. Understorey bracken, Gahnia radula, wire-grass","soil","","","",6,6,2004,"","",33,"N","N","1","","","","","","","19/11/07","GP","S","","","","","","","","",NA,178,"","",0
"29554",48493,79,34,36,0,150,36,0,-34.6,150.6,"730","LLU","3","NSW","","Robertson, Robertson Reserve.","Rainforest.","","","","",4,4,2009,"","",27,"N","N","1","","","","","","","29/12/10","WC","S","","","","","","","","",NA,297,"","",0
"57700",1218125,220,NA,NA,NA,NA,NA,NA,-41.65205556,145.0786111,"16","LLG","1","TAS","","Corinna to Whyte River walk","Gallery rainforest, Leptospermum scoparium and Phyllocladus aspleniifolius","","","","",24,5,2016,"","",6,"","","","","","","","","","8/12/17","GP","S","","","Det: Tom May","","","","","",NA,1570,"","",0
"9252",13058,74,34,39,10,150,17,23,-34.65277778,150.2897222,"650","AMG","","NSW","","Bundanoon, near cemetry","open grassland with few Eucalyptus","on live tree","Eucalyptus","","",11,4,2000,"","",9,"N","N","1","","","","","","","6/2/03","GL","S","","","2 groups","","","","","",NA,46,"","",NA
"46538",1204314,172,37,45,59,145,35,18,-37.76638889,145.5883333,"","LLG","2","VIC","","Wanderslore Sanctuary, Launching Place, Dry ridge","Eucalypt forest with Manna gum, Mountain grey gum, Red stringybark, Brown stringybark, Messmate, Common peppermint, Soft and Rough treeferns","Ground","","","",27,7,2014,"","",146,"","","","","","","","","","31/7/15","GP","","","","","","","","","",NA,178,"","",0
